,application_number,sponsor_name,active_ingredient,brand_name,submission_type,submission_number,submission_status,submission_status_date,review_priority,submission_class_code,submission_class_code_description
163963,NDA018700,SANOFI AVENTIS US,INAMRINONE LACTATE,INOCOR,ORIG,1,AP,19840731,STANDARD,TYPE 1,Type 1 - New Molecular Entity
164048,NDA018770,SANOFI AVENTIS US,BITOLTEROL MESYLATE,TORNALATE,ORIG,1,AP,19841228,STANDARD,TYPE 1,Type 1 - New Molecular Entity
164400,BLA103132,SCHERING,INTERFERON ALFA-2B,INTRON A,ORIG,1,AP,19860604,UNKNOWN,TYPE 1,Type 1 - New Molecular Entity
164539,BLA103948,GENZYME,ALEMTUZUMAB,LEMTRADA,ORIG,1,AP,20010507,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
164603,BLA103979,GENZYME,AGALSIDASE BETA,FABRAZYME,ORIG,1,AP,20030424,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
164629,BLA125293,CREALTA PHARMS LLC,PEGLOTICASE,KRYSTEXXA,ORIG,1,AP,20100914,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
164643,BLA125349,HUMAN GENOME SCIENCES INC.,RAXIBACUMAB,RAXIBACUMAB,ORIG,1,AP,20121214,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
164645,BLA125390,AMYLIN PHARMS LLC,METRELEPTIN,MYALEPT,ORIG,1,AP,20140224,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
164657,BLA125499,BIOGEN IDEC INC,PEGINTERFERON BETA-1A,PLEGRIDY,ORIG,1,AP,20140815,STANDARD,TYPE 1,Type 1 - New Molecular Entity
164661,BLA125509,ELUSYS THERAPEUTICS INC,OBILTOXAXIMAB,ANTHIM,ORIG,1,AP,20160318,STANDARD,TYPE 1,Type 1 - New Molecular Entity
164667,BLA125553,SANDOZ INC,FILGRASTIM-SNDZ,ZARXIO,ORIG,1,AP,20150306,STANDARD,TYPE 1,Type 1 - New Molecular Entity
164675,NDA018869,BAYER PHARMS,NIMODIPINE,NIMOTOP,ORIG,1,AP,19881228,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
164944,NDA202008,AVID RADIOPHARMS INC,FLORBETAPIR F-18,AMYVID,ORIG,1,AP,20120406,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
165029,NDA008682,SANOFI AVENTIS US,THYROTROPIN,THYTROPAR,ORIG,1,AP,19530526,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
165221,NDA202324,PF PRISM CV,AXITINIB,INLYTA,ORIG,1,AP,20120127,STANDARD,TYPE 1,Type 1 - New Molecular Entity
165258,NDA202379,JANSSEN BIOTECH,ABIRATERONE ACETATE,ZYTIGA,ORIG,1,AP,20110428,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
165301,NDA019085,BOEHRINGER INGELHEIM,IPRATROPIUM BROMIDE,ATROVENT,ORIG,1,AP,19861229,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
165321,NDA203137,GE HEALTHCARE,FLUTEMETAMOL F-18,VIZAMYL,ORIG,1,AP,20131025,STANDARD,TYPE 1,Type 1 - New Molecular Entity
165369,NDA203314,NOVO,INSULIN DEGLUDEC,TRESIBA,ORIG,1,AP,20150925,STANDARD,TYPE 1,Type 1 - New Molecular Entity
165405,NDA203341,PF PRISM CV,BOSUTINIB MONOHYDRATE,BOSULIF,ORIG,1,AP,20120904,STANDARD,TYPE 1,Type 1 - New Molecular Entity
165458,NDA203684,BRACCO,SULFUR HEXAFLUORIDE LIPID-TYPE A MICROSPHERES,LUMASON,ORIG,1,AP,20141010,STANDARD,TYPE 1,Type 1 - New Molecular Entity
165495,NDA203975,GLAXOSMITHKLINE,UMECLIDINIUM BROMIDE,ANORO ELLIPTA,ORIG,1,AP,20131218,STANDARD,TYPE 1/4,Type 1 - New Molecular Entity and Type 4 - New Combination
165563,NDA019297,EMD SERONO,MITOXANTRONE HYDROCHLORIDE,NOVANTRONE,ORIG,1,AP,19871223,STANDARD,TYPE 1,Type 1 - New Molecular Entity
165654,NDA204370,FOREST RES INST INC,CARIPRAZINE HYDROCHLORIDE,VRAYLAR,ORIG,1,AP,20150917,STANDARD,TYPE 1,Type 1 - New Molecular Entity
165892,NDA019500,NOVARTIS,CLOFAZIMINE,LAMPRENE,ORIG,1,AP,19861215,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
165931,NDA019530,B BRAUN,SODIUM BENZOATE,UCEPHAN,ORIG,1,AP,19871223,PRIORITY,TYPE 1/4,Type 1 - New Molecular Entity and Type 4 - New Combination
165932,NDA019530,B BRAUN,SODIUM PHENYLACETATE,UCEPHAN,ORIG,1,AP,19871223,PRIORITY,TYPE 1/4,Type 1 - New Molecular Entity and Type 4 - New Combination
166004,NDA019578,US ARMY WALTER REED,MEFLOQUINE HYDROCHLORIDE,MEFLOQUINE HYDROCHLORIDE,ORIG,1,AP,19890502,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
166074,NDA207103,PFIZER,PALBOCICLIB,IBRANCE,ORIG,1,AP,20150203,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
166100,NDA207145,MDD US,SAFINAMIDE MESYLATE,XADAGO,ORIG,1,AP,20170321,STANDARD,TYPE 1,Type 1 - New Molecular Entity
166117,NDA019658,BAYER HEALTHCARE LLC,LORATADINE,CLARITIN,ORIG,1,AP,19930412,STANDARD,TYPE 1,Type 1 - New Molecular Entity
166276,NDA019698,ROCHE PALO,KETOROLAC TROMETHAMINE,TORADOL,ORIG,1,AP,19891130,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
166298,NDA207999,INTERCEPT PHARMS INC,OBETICHOLIC ACID,OCALIVA,ORIG,1,AP,20160527,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
166345,NDA019715,MEDA PHARMS,OLSALAZINE SODIUM,DIPENTUM,ORIG,1,AP,19900731,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
166487,NDA019758,HERITAGE LIFE,CLOZAPINE,CLOZARIL,ORIG,1,AP,19890926,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
166765,NDA208610,MELINTA,DELAFLOXACIN MEGLUMINE,BAXDELA,ORIG,1,AP,20170619,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
167073,NDA208716,ELI LILLY AND CO,ABEMACICLIB,VERZENIO,ORIG,1,AP,20170928,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
167101,NDA208945,FERRER INTERNACIONAL,OZENOXACIN,XEPI,ORIG,1,AP,20171211,STANDARD,TYPE 1,Type 1 - New Molecular Entity
167123,NDA019829,GE HEALTHCARE,TECHNETIUM TC-99M EXAMETAZIME KIT,CERETEC,ORIG,1,AP,19881230,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
167147,NDA009087,NOVARTIS,ERGOLOID MESYLATES,HYDERGINE,ORIG,1,AP,19531105,STANDARD,TYPE 1,Type 1 - New Molecular Entity
167194,NDA209299,RIGEL PHARMS INC,FOSTAMATINIB DISODIUM,TAVALISSE,ORIG,1,AP,20180417,STANDARD,TYPE 1,Type 1 - New Molecular Entity
167196,NDA019836,SHIRE,HISTRELIN ACETATE,SUPPRELIN,ORIG,1,AP,19911224,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
167263,NDA019863,EMD SERONO,SERMORELIN ACETATE,GEREF,ORIG,1,AP,19901228,STANDARD,TYPE 1,Type 1 - New Molecular Entity
167451,NDA019908,SANOFI AVENTIS US,ZOLPIDEM TARTRATE,AMBIEN,ORIG,1,AP,19921216,STANDARD,TYPE 1,Type 1 - New Molecular Entity
167502,NDA019922,HOSPIRA,FENOLDOPAM MESYLATE,CORLOPAM,ORIG,1,AP,19970923,STANDARD,TYPE 1,Type 1 - New Molecular Entity
167520,NDA009149,GLAXOSMITHKLINE,CHLORPROMAZINE HYDROCHLORIDE,THORAZINE,ORIG,1,AP,19571120,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
167530,NDA009149,GLAXOSMITHKLINE,CHLORPROMAZINE,THORAZINE,ORIG,1,AP,19571120,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
167576,NDA210656,PFIZER,GLASDEGIB MALEATE,DAURISMO,ORIG,1,AP,20181121,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
167603,NDA210922,ALNYLAM PHARMS INC,PATISIRAN SODIUM,ONPATTRO,ORIG,1,AP,20180810,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
167611,NDA019982,TEVA WOMENS,BISOPROLOL FUMARATE,ZEBETA,ORIG,1,AP,19920731,STANDARD,TYPE 1,Type 1 - New Molecular Entity
167732,NDA020038,GENZYME CORP,FLUDARABINE PHOSPHATE,FLUDARA,ORIG,1,AP,19910418,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
167744,NDA020057,GENZYME,ALGLUCERASE,CEREDASE,ORIG,1,AP,19910405,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
167838,NDA211996,FOLDRX PHARMS,TAFAMIDIS MEGLUMINE,VYNDAQEL,ORIG,1,AP,20190503,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
167852,NDA020073,HOFFMANN LA ROCHE,FLUMAZENIL,ROMAZICON,ORIG,1,AP,19911220,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
167870,NDA212028,EISAI INC,LEMBOREXANT,DAYVIGO,ORIG,1,AP,20191220,STANDARD,TYPE 1,Type 1 - New Molecular Entity
167933,NDA212327,IMPACT,FEDRATINIB HYDROCHLORIDE,INREBIC,ORIG,1,AP,20190816,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
167935,NDA212489,NEUROCRINE,OPICAPONE,ONGENTYS,ORIG,1,AP,20200424,STANDARD,TYPE 1,Type 1 - New Molecular Entity
167965,NDA212819,MSD MERCK CO,CILASTATIN SODIUM,RECARBRIO,ORIG,1,AP,20190716,PRIORITY,TYPE 1/4,Type 1 - New Molecular Entity and Type 4 - New Combination
167967,NDA212819,MSD MERCK CO,IMIPENEM,RECARBRIO,ORIG,1,AP,20190716,PRIORITY,TYPE 1/4,Type 1 - New Molecular Entity and Type 4 - New Combination
167969,NDA212819,MSD MERCK CO,RELEBACTAM,RECARBRIO,ORIG,1,AP,20190716,PRIORITY,TYPE 1/4,Type 1 - New Molecular Entity and Type 4 - New Combination
167971,NDA212839,SK LIFE,CENOBAMATE,XCOPRI,ORIG,1,AP,20191121,STANDARD,TYPE 1,Type 1 - New Molecular Entity
167983,NDA212950,VIIV HLTHCARE,FOSTEMSAVIR TROMETHAMINE,RUKOBIA,ORIG,1,AP,20200702,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
167994,NDA020151,WYETH PHARMS INC,VENLAFAXINE HYDROCHLORIDE,EFFEXOR,ORIG,1,AP,19931228,STANDARD,TYPE 1,Type 1 - New Molecular Entity
168602,NDA213591,NOVARTIS PHARM,CAPMATINIB HYDROCHLORIDE,TABRECTA,ORIG,1,AP,20200506,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
168604,NDA213756,ASTRAZENECA,SELUMETINIB SULFATE,KOSELUGO,ORIG,1,AP,20200410,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
168640,NDA020210,JANSSEN PHARMS,CISAPRIDE MONOHYDRATE,PROPULSID,ORIG,1,AP,19930729,STANDARD,TYPE 1,Type 1 - New Molecular Entity
168678,NDA020221,CLINIGEN HLTHCARE,AMIFOSTINE,ETHYOL,ORIG,1,AP,19951208,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
168766,NDA020259,GLAXOSMITHKLINE LLC,ATOVAQUONE,MEPRON,ORIG,1,AP,19921125,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
168793,NDA020297,SMITHKLINE BEECHAM,CARVEDILOL,COREG,ORIG,1,AP,19950914,STANDARD,TYPE 1,Type 1 - New Molecular Entity
168896,NDA020306,DOWNSTATE CLINCL,FLUDEOXYGLUCOSE F-18,FLUDEOXYGLUCOSE F18,ORIG,1,AP,19940819,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
168958,NDA020338,GALDERMA LABS LP,ADAPALENE,DIFFERIN,ORIG,1,AP,19960531,STANDARD,TYPE 1,Type 1 - New Molecular Entity
169028,NDA020509,LILLY,GEMCITABINE HYDROCHLORIDE,GEMZAR,ORIG,1,AP,19960515,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
169098,NDA020586,OTSUKA AMERICA,UREA C-13,MERETEK UBT KIT (W/ PRANACTIN),ORIG,1,AP,19960917,STANDARD,TYPE 1,Type 1 - New Molecular Entity
169118,NDA020610,VALEANT PHARMS INTL,BALSALAZIDE DISODIUM,COLAZAL,ORIG,1,AP,20000718,STANDARD,TYPE 1,Type 1 - New Molecular Entity
169157,NDA020639,ASTRAZENECA PHARMS,QUETIAPINE FUMARATE,SEROQUEL,ORIG,1,AP,19970926,STANDARD,TYPE 1,Type 1 - New Molecular Entity
169482,NDA020666,AMEDRA PHARMS LLC,ALBENDAZOLE,ALBENZA,ORIG,1,AP,19960611,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
169592,NDA020688,NOVARTIS,OLOPATADINE HYDROCHLORIDE,PATANOL,ORIG,1,AP,19961218,STANDARD,TYPE 1,Type 1 - New Molecular Entity
169604,NDA020690,EISAI INC,DONEPEZIL HYDROCHLORIDE,ARICEPT,ORIG,1,AP,19961125,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
169655,NDA020695,OTSUKA,GREPAFLOXACIN HYDROCHLORIDE,RAXAR,ORIG,1,AP,19971106,STANDARD,TYPE 1,Type 1 - New Molecular Entity
169701,NDA020717,CEPHALON,MODAFINIL,PROVIGIL,ORIG,1,AP,19981224,STANDARD,TYPE 1,Type 1 - New Molecular Entity
169767,NDA020763,GLAXOSMITHKLINE LLC,NARATRIPTAN HYDROCHLORIDE,AMERGE,ORIG,1,AP,19980210,STANDARD,TYPE 1,Type 1 - New Molecular Entity
169827,NDA020829,MERCK,MONTELUKAST SODIUM,SINGULAIR,ORIG,1,AP,19980220,STANDARD,TYPE 1,Type 1 - New Molecular Entity
169886,NDA020839,SANOFI AVENTIS US,CLOPIDOGREL BISULFATE,PLAVIX,ORIG,1,AP,19971117,STANDARD,TYPE 1,Type 1 - New Molecular Entity
169996,NDA020883,PFIZER,ARGATROBAN,ARGATROBAN,ORIG,1,AP,20000630,STANDARD,TYPE 1,Type 1 - New Molecular Entity
170092,NDA020965,DUSA,AMINOLEVULINIC ACID HYDROCHLORIDE,LEVULAN,ORIG,1,AP,19991203,STANDARD,TYPE 1,Type 1 - New Molecular Entity
170105,NDA009818,MONARCH PHARMS,PROCYCLIDINE HYDROCHLORIDE,KEMADRIN,ORIG,1,AP,19550727,STANDARD,TYPE 1,Type 1 - New Molecular Entity
170118,NDA020971,DEPROCO,ARTICAINE HYDROCHLORIDE,SEPTOCAINE,ORIG,1,AP,20000403,STANDARD,TYPE 1/4,Type 1 - New Molecular Entity and Type 4 - New Combination
170640,NDA021165,MERCK SHARP DOHME,DESLORATADINE,CLARINEX,ORIG,1,AP,20011221,STANDARD,TYPE 1,Type 1 - New Molecular Entity
170658,NDA021174,WYETH PHARMS INC,GEMTUZUMAB OZOGAMICIN,MYLOTARG,ORIG,1,AP,20000517,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
170662,NDA021176,DAIICHI SANKYO,COLESEVELAM HYDROCHLORIDE,WELCHOL,ORIG,1,AP,20000526,STANDARD,TYPE 1,Type 1 - New Molecular Entity
170709,NDA021201,CHEMISCH FBRK KRSSLR,POLIDOCANOL,ASCLERA,ORIG,1,AP,20100330,STANDARD,TYPE 1,Type 1 - New Molecular Entity
170813,NDA021214,SUCAMPO PHARMA LLC,UNOPROSTONE ISOPROPYL,RESCULA,ORIG,1,AP,20000803,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
170923,NDA021290,ACTELION PHARMS LTD,BOSENTAN,TRACLEER,ORIG,1,AP,20011120,STANDARD,TYPE 1,Type 1 - New Molecular Entity
171045,NDA021320,SPECIALITY EUROPEAN,ABARELIX,PLENAXIS,ORIG,1,AP,20031125,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
171064,NDA021321,BAXTER HLTHCARE,ICODEXTRIN,EXTRANEAL,ORIG,1,AP,20021220,STANDARD,TYPE 1,Type 1 - New Molecular Entity
171342,NDA021399,ASTRAZENECA,GEFITINIB,IRESSA,ORIG,1,AP,20030505,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
171455,NDA021492,SANOFI AVENTIS US,OXALIPLATIN,ELOXATIN,ORIG,1,AP,20020809,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
171486,NDA021498,ROMARK,NITAZOXANIDE,ALINIA,ORIG,1,AP,20021122,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
171647,NDA021572,CUBIST PHARMS LLC,DAPTOMYCIN,CUBICIN,ORIG,1,AP,20030912,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
172041,NDA021673,GENZYME,CLOFARABINE,CLOLAR,ORIG,1,AP,20041228,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
172071,NDA021688,AMGEN,CINACALCET HYDROCHLORIDE,SENSIPAR,ORIG,1,AP,20040308,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
172168,NDA021743,OSI PHARMS,ERLOTINIB HYDROCHLORIDE,TARCEVA,ORIG,1,AP,20041118,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
172472,NDA010571,GLAXOSMITHKLINE,PROCHLORPERAZINE MALEATE,COMPAZINE,ORIG,1,AP,19561023,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
172488,NDA021773,ASTRAZENECA AB,EXENATIDE SYNTHETIC,BYETTA,ORIG,1,AP,20050428,STANDARD,TYPE 1,Type 1 - New Molecular Entity
172547,NDA021782,TAKEDA PHARMS USA,RAMELTEON,ROZEREM,ORIG,1,AP,20050722,STANDARD,TYPE 1,Type 1 - New Molecular Entity
172569,NDA021814,BOEHRINGER INGELHEIM,TIPRANAVIR,APTIVUS,ORIG,1,AP,20050622,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
172677,NDA021894,VALEANT PHARMS NORTH,TETRABENAZINE,XENAZINE,ORIG,1,AP,20080815,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
172702,NDA021908,SUCAMPO PHARMA LLC,LUBIPROSTONE,AMITIZA,ORIG,1,AP,20060131,STANDARD,TYPE 1,Type 1 - New Molecular Entity
172974,NDA021977,SHIRE DEVELOPMENT,LISDEXAMFETAMINE DIMESYLATE,VYVANSE,ORIG,1,AP,20070223,STANDARD,TYPE 1,Type 1 - New Molecular Entity
173231,NDA021991,MERCK,VORINOSTAT,ZOLINZA,ORIG,1,AP,20061006,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
173256,NDA021999,JANSSEN PHARMS,PALIPERIDONE,INVEGA,ORIG,1,AP,20061219,STANDARD,TYPE 1,Type 1 - New Molecular Entity
173700,NDA022090,BAYER HLTHCARE,GADOXETATE DISODIUM,EOVIST,ORIG,1,AP,20080703,STANDARD,TYPE 1,Type 1 - New Molecular Entity
173914,NDA022117,FOREST LABS LLC,ASENAPINE MALEATE,SAPHRIS,ORIG,1,AP,20090813,STANDARD,TYPE 1,Type 1 - New Molecular Entity
173962,NDA022119,FEINSTEIN,AMMONIA N-13,AMMONIA N 13,ORIG,1,AP,20070823,STANDARD,TYPE 1,Type 1 - New Molecular Entity
173967,NDA010909,SCHERING,ANISINDIONE,MIRADON,ORIG,1,AP,19570405,STANDARD,TYPE 1,Type 1 - New Molecular Entity
173992,NDA022201,FERRING,DEGARELIX ACETATE,FIRMAGON,ORIG,1,AP,20081224,STANDARD,TYPE 1,Type 1 - New Molecular Entity
174057,NDA022304,DEPOMED INC,TAPENTADOL HYDROCHLORIDE,NUCYNTA,ORIG,1,AP,20081120,STANDARD,TYPE 1,Type 1 - New Molecular Entity
174191,NDA022395,ACORDA,CAPSAICIN,QUTENZA,ORIG,1,AP,20091116,STANDARD,TYPE 1,Type 1 - New Molecular Entity
174327,NDA022512,BOEHRINGER INGELHEIM,DABIGATRAN ETEXILATE MESYLATE,PRADAXA,ORIG,1,AP,20101019,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
175238,NDA050443,BRISTOL MYERS SQUIBB,BLEOMYCIN SULFATE,BLENOXANE,ORIG,1,AP,19730731,UNKNOWN,TYPE 1,Type 1 - New Molecular Entity
175340,NDA050486,PARKEDALE,VIDARABINE,VIRA-A,ORIG,1,AP,19761126,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
175414,NDA050504,LILLY,CEFAMANDOLE NAFATE,MANDOL,ORIG,1,AP,19780927,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
175760,NDA050547,US PHARM HOLDINGS,CEFOTAXIME SODIUM,CLAFORAN,ORIG,1,AP,19810311,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
176495,NDA011963,WYETH PHARMS INC,ECHOTHIOPHATE IODIDE,PHOSPHOLINE IODIDE,ORIG,1,AP,19600627,STANDARD,TYPE 1,Type 1 - New Molecular Entity
176869,NDA005914,NOVARTIS,TRIPELENNAMINE CITRATE,PBZ,ORIG,1,AP,19480219,STANDARD,TYPE 1,Type 1 - New Molecular Entity
176872,NDA005914,NOVARTIS,TRIPELENNAMINE HYDROCHLORIDE,PBZ,ORIG,1,AP,19480219,STANDARD,TYPE 1,Type 1 - New Molecular Entity
176895,NDA012093,VALEANT PHARMS NORTH,ISOSORBIDE DINITRATE,ISORDIL,ORIG,1,AP,19591109,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
176984,NDA012111,ALCON,TROPICAMIDE,MYDRIACYL,ORIG,1,AP,19600223,STANDARD,TYPE 1,Type 1 - New Molecular Entity
176994,NDA012122,LILLY,GLUCAGON HYDROCHLORIDE,GLUCAGON,ORIG,1,AP,19601114,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
177070,NDA012151,GD SEARLE LLC,SPIRONOLACTONE,ALDACTONE,ORIG,1,AP,19600121,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
177256,NDA012429,ASPEN GLOBAL INC,THIOGUANINE,THIOGUANINE,ORIG,1,AP,19660118,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
177360,NDA012828,ABBOTT,SUTILAINS,TRAVASE,ORIG,1,AP,19690612,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
177384,NDA013174,CONCORDIA,TRIAMTERENE,DYRENIUM,ORIG,1,AP,19640810,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
177460,NDA013935,ALLERGAN,IDOXURIDINE,HERPLEX,ORIG,1,AP,19630611,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
177606,NDA016000,BAYER HLTHCARE,SULFAMETER,SULLA,ORIG,1,AP,19660701,STANDARD,TYPE 1,Type 1 - New Molecular Entity
177631,NDA016012,TEVA WOMENS,PROTRIPTYLINE HYDROCHLORIDE,VIVACTIL,ORIG,1,AP,19670927,STANDARD,TYPE 1,Type 1 - New Molecular Entity
177698,NDA016084,SEBELA IRELAND LTD,ALLOPURINOL,ZYLOPRIM,ORIG,1,AP,19660819,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
177751,NDA016099,WYETH AYERST,CLOFIBRATE,ATROMID-S,ORIG,1,AP,19670208,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
178475,NDA017042,GE HEALTHCARE,SODIUM FLUORIDE F-18,FLUORINE F-18,ORIG,1,AP,19720224,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
178541,NDA017105,RECORDATI RARE,CLORAZEPATE DIPOTASSIUM,TRANXENE,ORIG,1,AP,19720623,STANDARD,TYPE 1,Type 1 - New Molecular Entity
178975,NDA017447,GD SEARLE LLC,DISOPYRAMIDE PHOSPHATE,NORPACE,ORIG,1,AP,19770901,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
179096,NDA017543,NOVARTIS,MAPROTILINE HYDROCHLORIDE,LUDIOMIL,ORIG,1,AP,19801201,STANDARD,TYPE 1,Type 1 - New Molecular Entity
179202,NDA017555,MERCK SHARP DOHME,CARBIDOPA,SINEMET,ORIG,1,AP,19750502,PRIORITY,TYPE 1/4,Type 1 - New Molecular Entity and Type 4 - New Combination
179590,NDA017601,SCHERING,AZATADINE MALEATE,OPTIMINE,ORIG,1,AP,19770329,STANDARD,TYPE 1,Type 1 - New Molecular Entity
179668,NDA017697,BRACCO,SINCALIDE,KINEVAC,ORIG,1,AP,19760721,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
179713,NDA017726,SERONO,SOMATROPIN,ASELLACRIN 10,ORIG,1,AP,19760730,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
179803,NDA017856,TARO PHARMS NORTH,DESOXIMETASONE,TOPICORT,ORIG,1,AP,19770228,STANDARD,TYPE 1,Type 1 - New Molecular Entity
179821,NDA017857,APOTHECON,BUTORPHANOL TARTRATE,STADOL,ORIG,1,AP,19780822,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
180044,NDA017892,PHARMACIA AND UPJOHN,TRIAZOLAM,HALCION,ORIG,1,AP,19821115,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
180294,NDA017922,FERRING PHARMS INC,DESMOPRESSIN ACETATE,DDAVP (NEEDS NO REFRIGERATION),ORIG,1,AP,19780221,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
180414,NDA017963,US PHARMS HOLDINGS I,METOPROLOL TARTRATE,LOPRESSOR,ORIG,1,AP,19780807,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
180602,NDA007707,ABBVIE,PHENACEMIDE,PHENURONE,ORIG,1,AP,19510628,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
181348,NDA007898,MERCK,PROBENECID,BENEMID,ORIG,1,AP,19510426,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
181428,NDA007959,TELIGENT PHARMA INC,EDROPHONIUM CHLORIDE,TENSILON,ORIG,1,AP,19510503,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
181725,NDA018310,COVIDIEN,ISOSULFAN BLUE,LYMPHAZURIN,ORIG,1,AP,19810729,STANDARD,TYPE 1,Type 1 - New Molecular Entity
182422,NDA018482,PFIZER,NIFEDIPINE,PROCARDIA,ORIG,1,AP,19811231,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
182644,NDA018557,ROCHE,PYRIMETHAMINE,FANSIDAR,ORIG,1,AP,19811028,PRIORITY,TYPE 1/4,Type 1 - New Molecular Entity and Type 4 - New Combination
182659,NDA018557,ROCHE,SULFADOXINE,FANSIDAR,ORIG,1,AP,19811028,PRIORITY,TYPE 1/4,Type 1 - New Molecular Entity and Type 4 - New Combination
182687,NDA018604,VALEANT BERMUDA,ACYCLOVIR,ZOVIRAX,ORIG,1,AP,19820329,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
182954,NDA018689,SEBELA IRELAND LTD,AURANOFIN,RIDAURA,ORIG,1,AP,19850524,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
182961,NDA018703,GLAXO GRP LTD,RANITIDINE HYDROCHLORIDE,ZANTAC 300,ORIG,1,AP,19830609,STANDARD,TYPE 1,Type 1 - New Molecular Entity
183448,NDA018751,ALVOGEN MALTA,ECONAZOLE NITRATE,SPECTAZOLE,ORIG,1,AP,19821223,STANDARD,TYPE 1,Type 1 - New Molecular Entity
183506,NDA018776,ORGANON USA INC,VECURONIUM BROMIDE,NORCURON,ORIG,1,AP,19840430,STANDARD,TYPE 1,Type 1 - New Molecular Entity
183564,BLA101995,ADVANCE BIOFACTURES,COLLAGENASE,SANTYL,ORIG,1,AP,19650604,UNKNOWN,TYPE 1,Type 1 - New Molecular Entity
